slovo,$F-Factor-1,$F-Factor-2,$F-Factor-3,$F-Factor-4,$F-Factor-5
"A",-0.067168,-2.213422,0.475905,-1.820874,1.324340
"Q",0.885782,-0.231712,-0.594937,0.286077,-0.325087
"Q",-1.648646,-0.518091,-0.965512,-0.137434,-0.706403
"G",1.285592,-0.724344,-0.583072,-0.935523,-0.060477
"L",0.459535,-0.932679,1.489660,0.450474,0.148919
"K",0.181157,-0.300377,0.535170,-0.763667,0.063354
"X",-0.413861,0.058848,1.298977,-0.199672,0.377979
"J",-0.835279,-1.675894,1.341025,-2.524566,1.035600
"E",-1.117475,-0.569517,0.003612,0.847016,-0.877825
"W",1.502454,1.478652,-0.834786,-0.923132,0.586162
"P",0.172801,1.522096,0.308613,-1.843548,-0.938348
"G",1.031422,-0.353906,0.274377,1.578627,1.205739
"N",0.072149,-0.172553,-1.040159,-0.640407,-0.746616
"P",1.927705,0.686879,0.839900,-1.258417,0.695764
"X",-0.689410,-0.742278,1.293641,-0.722723,-0.126638
"Q",0.016669,0.257261,-0.775768,0.906905,-0.115179
"I",-1.727893,-0.223650,-0.108487,-0.121143,0.565821
"J",-0.894680,-1.809992,0.111403,-0.554139,2.894789
"B",0.125274,-0.657053,-0.177946,1.502869,-1.688126
"D",0.283261,-0.521233,-0.399605,1.237594,-0.724770
"B",1.625549,-0.413410,-0.455920,-0.197614,-1.031091
"Z",-1.539202,-0.499647,0.304505,0.752806,-1.607049
"D",-0.989503,-0.559151,0.554894,-1.618302,-0.696860
"B",1.403590,-1.294176,-0.296268,0.532537,-1.705903
"F",0.231807,-0.020816,-0.316950,0.496261,-1.441831
"C",-0.786768,0.710197,0.655939,1.480147,1.236855
"N",0.346228,-0.212236,-2.306854,-0.107779,1.231324
"G",0.756448,-0.757705,0.286570,-1.021242,0.163601
"R",1.044169,-1.349475,-0.161826,-0.013068,0.579839
"W",0.430387,1.116745,-1.303551,-0.645212,0.368597
"B",-0.528251,-0.414037,0.268674,0.124548,-1.533431
"I",-0.670443,-0.129720,1.213040,-0.303536,-0.221591
"X",1.246678,0.412089,0.257609,0.554518,-0.928065
"C",-1.161799,-0.309979,-0.205754,2.353735,0.686213
"E",-1.027403,-0.603732,-0.073748,0.893333,-0.847631
"X",-0.421808,0.407090,1.171887,-0.152958,0.090797
"U",-0.813616,0.445385,-1.830389,1.125172,1.467223
"L",-1.550870,-1.140207,1.259717,0.534021,-0.027020
"M",0.068837,-0.481973,-2.840228,-0.293173,1.555674
"R",-0.185343,-0.380293,-0.519400,-0.614071,-1.054594
"F",0.003609,1.358861,0.958104,-1.320544,-0.002498
"Y",0.147721,1.084609,0.326178,0.792617,0.362595
"G",0.322898,-1.185779,0.082360,2.074827,-0.003312
"T",-1.376737,0.947871,-0.102003,0.095370,-0.127887
"I",-1.554498,-0.238884,-0.311487,-0.116897,0.861366
"X",-1.162010,0.336397,1.092193,-0.248185,-0.032459
"T",-0.930207,1.308772,0.641228,0.180043,0.660287
"I",-0.054536,0.489201,2.052680,-0.909741,1.127111
"T",1.136110,0.565298,1.699085,-0.577580,0.513203
"V",0.028980,2.175074,-0.237410,0.501572,1.106181
"D",0.506088,-0.954220,0.522729,-0.488487,-0.274923
"U",-0.165179,-0.267651,-0.350775,-0.146734,-0.328545
"N",-0.594110,-0.124768,-2.390240,-0.412134,0.422513
"T",0.493005,1.715446,-0.068929,0.603951,0.249446
"D",-1.036612,-0.445137,0.238598,-1.489040,-0.650676
"O",0.488829,-0.165497,-0.789119,0.239241,0.450488
"K",1.232251,-1.074301,0.682478,-1.065222,0.826234
"W",0.092765,1.299541,-1.207575,-0.519333,0.408186
"Q",-0.097592,-0.653187,-0.617716,1.187468,-0.100055
"W",-0.544949,1.309776,-1.532595,-0.869386,-0.097326
"N",1.292415,-0.709975,0.816594,-2.445983,2.082676
"C",-1.714536,-0.760470,0.589384,2.429576,0.229053
"X",-0.410916,0.044724,1.331382,-0.356927,0.026962
"B",0.438374,-0.504543,-0.320474,1.036931,-0.990608
"I",-0.315700,-0.016387,0.927478,-0.858576,-0.290881
"K",1.745498,-0.819348,-0.822622,0.306948,-0.902714
"L",-0.181252,-0.785067,1.701178,1.234719,0.597992
"V",-0.145500,0.931124,-1.225534,-0.463241,0.707868
"M",-0.295603,-0.651510,-1.489441,-0.859186,0.228307
"V",0.296358,2.063346,-0.170033,0.560145,0.995993
"T",1.542698,0.241886,1.142875,1.076710,-0.947804
"C",-1.215480,0.741147,0.727753,1.267321,1.394979
"L",-1.307342,-0.812073,0.507510,0.688101,-0.748046
"G",-0.358939,-0.408202,-0.284496,0.913064,-0.147337
"Z",1.049271,0.424634,0.543899,0.084233,-0.823191
"S",0.081726,-0.983826,1.476692,-0.019523,0.274420
"V",0.138709,1.977090,-0.361001,-0.286958,0.609790
"X",0.434521,-0.173040,0.275508,0.564202,-0.530771
"Y",1.406793,1.464375,0.146008,1.102485,0.134608
"V",-0.188790,1.554306,-0.989470,-0.007058,-0.648828
"M",0.885022,-0.433357,-2.664698,-0.120085,1.842898
"T",-0.259887,1.545301,0.807813,0.139320,0.953955
"C",0.026372,-0.749344,-0.954910,1.502806,0.935055
"B",1.039044,-0.489011,0.602407,-0.719629,-0.555165
"M",-0.111919,-0.291302,-0.646068,-0.607397,1.147520
"N",0.861772,-0.317024,-0.395974,0.484050,-0.007077
"M",0.244697,-0.584951,-1.116693,-0.724413,0.484845
"N",1.259410,1.016743,-0.342051,-0.228821,1.502927
"L",1.333738,-0.075113,0.799950,0.869133,1.833839
"J",0.578809,-0.346750,0.440537,0.517403,-1.507464
"Z",-0.396085,-0.406009,2.230728,1.551333,-1.316102
"G",-1.591370,-1.294475,-0.233234,0.600620,-0.855867
"E",0.672348,-0.650339,0.386617,0.507481,-0.387030
"O",-0.566949,-0.277105,-0.144170,0.084767,0.644377
"Q",1.312954,-1.179243,1.525159,0.983893,-0.021045
"V",0.755563,1.146132,-1.271554,-0.315902,-0.342860
"O",0.179010,-0.356880,-0.182605,1.029299,-0.173654
"Q",0.469472,-0.411950,-0.795872,0.615533,0.161254
"P",1.159590,0.409465,0.239301,-1.378517,0.140281
"N",0.094439,-0.331784,-2.381407,-0.057049,1.071365
"Q",0.735601,-0.508780,-1.406917,0.953522,-0.753179
"P",0.199478,0.670507,-0.152714,-1.168040,-0.148093
"W",-0.513063,1.815070,-1.795213,-0.450081,-0.177558
"B",0.048319,-0.536698,0.525636,-0.066865,-1.567062
"X",0.896734,0.281626,1.387579,-0.118657,0.841572
"O",-0.186022,-0.239153,-0.168017,0.263475,-0.136142
"U",0.238522,0.354889,-1.844673,1.449369,1.962582
"L",0.034432,-0.961358,-0.005457,0.077135,-0.480981
"Y",-1.219840,1.295717,-0.809504,-0.473825,0.500456
"J",0.376905,0.589263,2.138952,-1.145701,1.108779
"H",1.607637,-1.308737,0.738203,-1.561461,-0.371535
"H",-2.165844,-0.335559,-1.852317,-0.543004,0.227213
"I",-1.317092,-0.029058,1.709291,-0.394081,1.422927
"V",0.924704,2.173121,-0.431600,0.071711,0.732045
"S",0.221547,-1.615981,0.255374,-0.706924,0.098666
"B",-0.369972,-0.635746,-0.531239,-0.263103,-1.686754
"P",0.538563,0.416883,-1.430341,-1.072127,-1.113147
"U",-0.365616,0.122324,-1.687607,0.978434,1.263670
"V",-0.648962,1.467164,-0.689088,-0.135538,0.106953
"V",-0.160896,2.260117,0.045425,0.645655,1.736063
"V",0.275335,2.187687,-0.225682,0.398255,1.073488
"A",-0.104519,-2.149398,0.472044,-1.967129,1.425612
"Z",1.292068,0.078926,0.000334,-0.206908,-2.108172
"D",1.385409,-1.405550,0.807384,-0.697500,2.047224
"Z",0.697315,0.674874,0.480117,-0.173378,-1.176128
"M",1.103203,-0.068788,-1.251774,-0.874502,-0.855819
"O",0.528615,0.148429,0.152163,-0.422106,-0.365438
"H",0.136882,-1.185419,0.629913,-1.185092,-0.019885
"X",0.328617,-0.206592,-0.278892,0.128703,0.254397
"Y",0.964839,2.089046,1.107317,-0.304780,-0.784782
"W",-1.149183,1.011901,-1.757249,-1.011422,-0.527800
"N",-0.233792,-0.547442,-0.270389,-0.645000,-0.713120
"K",1.227654,1.085820,1.222790,0.626779,0.914163
"T",-0.518404,1.491703,0.746718,0.260057,0.890254
"V",-0.732430,1.100377,-1.390593,-0.469823,0.461206
"Y",-0.566048,2.079046,0.443411,-0.091518,-0.036828
"Q",0.953915,-0.541499,-0.454518,0.781632,-0.065906
"V",-0.671471,2.022872,-0.404109,0.161574,0.632608
"P",-1.547229,0.886225,-0.007685,-0.967562,-1.248465
"F",-0.146397,1.392984,1.437986,-1.188994,0.020817
"N",0.346926,-0.086169,-0.802001,0.160257,-0.184193
"A",0.391995,-1.888056,0.434480,-1.791041,1.024086
"Q",0.829696,-0.879903,0.789119,0.105602,-0.396150
"X",-1.163430,-0.103146,1.187950,-0.374706,-0.167614
"Z",1.867501,-0.022714,0.055798,-0.594553,-1.536437
"P",0.510983,0.724864,-0.230444,0.669953,-0.583357
"S",1.397299,-0.242205,1.507123,0.062987,0.026479
"S",0.516045,0.990422,0.174657,-0.306512,1.458917
"N",0.048918,-0.457137,-2.904758,0.510848,0.765291
"B",-0.048256,-0.448851,0.492539,-0.505057,-1.043382
"S",1.082876,-1.693082,0.558342,-0.429916,1.160521
"K",1.761601,0.243209,0.951782,0.408455,1.044671
"C",-1.435669,0.539016,0.532819,1.505491,1.045198
"C",-0.119138,0.028261,0.408681,2.623667,1.403054
"C",-1.419151,0.767813,0.594505,0.936910,1.242498
"J",0.110376,-1.199853,1.495326,-1.387267,2.567933
"I",-0.006992,0.029749,2.566309,-0.152020,1.956937
"C",-0.174105,-0.291308,0.830759,2.407576,0.922748
"A",-0.553510,-1.831800,0.244215,-1.476327,0.460638
"C",0.553049,1.393240,0.531265,0.772225,0.890665
"P",-0.705115,0.922685,-0.795019,0.035946,-0.536881
"J",-0.324957,-0.547054,-0.062689,0.284115,-1.492435
"L",0.413389,-0.849168,0.526487,0.398324,-0.392010
"K",0.019855,0.413836,0.508707,0.869016,1.222931
"X",-1.066795,-0.724517,1.323343,-1.280511,-0.198103
"G",-1.498487,-0.460536,-0.157964,0.688207,0.150185
"U",0.726593,0.190928,-1.256238,-0.462523,-0.994614
"F",-0.875781,1.811986,0.867611,0.754263,1.012059
"P",-0.206777,1.033048,-0.460985,-0.053431,-0.560581
"V",-0.412708,0.864582,-1.316084,-0.665027,0.728031
"J",-0.804237,-0.513105,1.705543,-1.798940,-0.082134
"I",-0.516249,0.640220,2.256791,-0.473843,1.380195
"N",0.620737,0.038406,-2.479895,-0.024825,0.841539
"Q",1.674812,0.307536,-0.960980,0.803631,-0.446271
"U",0.339586,0.317599,-1.844078,1.626815,2.210241
"V",0.148390,1.560768,-1.072473,0.314845,1.575509
"G",-0.672213,-0.889956,-0.581323,1.160662,-0.299080
"S",0.285400,-0.468925,-0.511039,0.428712,-1.483815
"S",2.358187,-0.965177,0.225219,0.357733,-2.641500
"F",0.571628,0.735575,0.886320,-1.247314,-1.511264
"X",0.779202,0.087430,1.460225,-0.096728,0.390567
"T",0.304321,2.789625,0.241289,-0.618165,-0.268012
"T",0.663967,2.692051,0.890576,-0.733980,-0.176157
"F",1.126583,0.031362,1.721615,-0.859469,-0.229409
"U",-0.420368,0.574500,-0.429784,0.795048,0.597275
"A",0.727999,-1.612027,0.135039,-1.392685,0.156867
"U",-0.767710,0.489685,-1.613273,1.056419,1.563172
"T",0.038118,1.145379,0.878841,0.553796,0.178640
"R",-0.362312,-0.501125,-0.790206,1.096237,-0.812862
"Q",0.895654,-1.354120,1.003178,-0.168767,-0.121662
"J",-0.839807,-0.322104,1.378764,-0.324306,2.437882
"Z",-0.883131,-0.376892,2.268853,1.323024,-1.228376
"X",0.567062,-0.604439,0.645491,-0.241950,-1.215155
"B",2.606399,-1.039044,0.330501,-0.572711,-0.416031
"P",1.774762,0.997736,-0.829797,-0.995512,-1.953642
"S",-0.631152,-0.465067,-0.085936,0.503672,-1.568158
"I",-1.698077,-0.240746,-0.362465,-0.191151,0.737664
"B",0.395696,-0.457493,-0.095976,0.474213,-1.310720
"U",0.428512,1.848638,0.493871,0.929861,2.039814
"H",0.035977,-0.029894,-0.960975,-0.986112,-1.602479
"W",0.515149,1.957028,-0.926231,-0.870200,-0.167982
"N",1.015880,0.796500,-0.861546,0.742105,0.523119
"C",-0.164848,-0.385193,0.989846,2.441765,0.391711
"D",1.280544,0.515003,0.275947,0.056199,-0.551037
"U",1.092077,0.950532,-0.610081,0.958791,0.915053
"Y",0.307623,1.091178,-0.674515,-0.676976,-0.813360
"Q",0.721524,0.523011,-0.787255,0.540001,-0.302469
"H",-1.462532,-0.155460,-0.542332,-0.557085,-0.565841
"X",0.095369,-0.720034,0.429991,1.171523,-0.618391
"T",0.325054,2.368109,1.106247,-0.707439,-0.645947
"N",-1.149100,0.479480,-0.992423,-1.043073,-0.913883
"N",0.630266,1.369181,-0.287589,0.245839,2.011751
"K",2.420293,1.318339,0.478264,1.127718,2.372619
"L",0.699833,-0.410285,-0.075452,0.696928,-0.813685
"M",1.639567,-0.637769,-0.309760,-1.068552,1.264559
"E",-1.684174,-0.576609,0.462261,2.414630,-0.318763
"K",-0.153291,1.014097,0.644507,0.873397,1.083257
"D",-0.301870,0.155557,-0.010640,1.149158,-0.460982
"N",0.960458,0.927265,-0.107305,-0.751296,0.726283
"B",1.777899,-1.364507,0.771816,-0.682865,-0.375313
"J",-1.648938,-0.990167,1.298215,-1.984193,0.369121
"I",-1.458715,-0.241551,0.062198,0.005183,0.899727
"Y",1.822686,0.802641,-0.815558,-0.000664,-0.949050
"O",1.527573,-1.142138,0.426691,-0.400798,0.625793
"C",-0.844303,-0.298010,-0.148796,1.999777,0.343190
"D",0.491529,-0.090126,-0.164318,1.395333,-0.483853
"L",-0.940210,-1.272098,1.451976,0.119917,0.449899
"A",-0.615163,-2.234836,-0.427059,-1.883231,1.012944
"V",-0.954368,1.883423,-0.544684,-0.548069,0.004012
"F",-1.246059,1.320760,0.955157,-1.392739,-0.016382
"X",-0.092861,-0.294097,0.343642,-0.235182,-1.180541
"P",0.302818,1.734278,0.568426,-1.413245,-1.103666
"L",-1.005460,-1.092988,-0.505251,1.469144,-0.365383
"R",0.351099,-0.305775,-0.943169,1.253379,-0.187954
"R",-2.047571,-0.902880,-0.910353,0.023312,-0.707849
"X",-1.590747,-0.337306,-0.476793,-0.328226,-0.670913
"G",1.587430,-1.064824,0.105797,-1.004817,0.442232
"Q",-1.407702,-0.063289,-0.833402,-0.751664,-0.235134
"Z",-0.722650,-0.085061,1.712933,0.230259,-0.695756
"K",0.795702,-0.653195,0.891773,-0.513099,-0.061530
"T",0.677667,-0.513640,1.173530,1.051275,-0.102743
"J",-1.426967,-0.792600,1.378695,-0.973978,1.877339
"U",-0.219433,1.139926,-0.250569,1.018429,1.218681
"R",-1.121192,-0.652172,-0.255154,-0.078767,-0.884919
"Q",-0.437596,-0.508454,-1.375551,0.720177,-0.689222
"O",0.152860,-0.455806,-0.242160,0.880424,-0.728191
"N",-0.471684,0.393824,0.076192,-1.950165,-0.402085
"F",-0.040904,2.212835,0.848762,0.956350,1.586184
"M",2.779333,0.179494,-1.136126,-1.467359,-1.627389
"V",-0.708061,1.294631,-0.474510,0.080265,0.293485
"S",-0.054286,-0.411641,-0.050158,0.743960,-1.038748
"C",-0.526348,0.614393,0.798763,1.998197,1.362145
"U",-0.914066,0.317563,-1.793704,1.084168,1.369017
"M",1.885080,0.132612,-1.498000,-1.090614,-0.889632
"A",0.247360,-0.137000,-0.335003,-0.200350,-0.874119
"N",-0.581170,0.533110,-0.137907,-1.126220,0.494875
"M",1.115626,-0.293643,-1.511787,0.352648,-1.573331
"S",-0.328680,-0.362021,0.452296,1.568967,-1.307105
"H",0.546679,-0.217409,-2.267926,0.642122,2.213813
"V",-0.539063,2.131516,-0.105459,0.407028,1.113055
"M",1.703689,-1.080881,-2.669623,-0.201711,1.887620
"R",1.485237,0.025964,0.138961,0.222089,-0.084341
"G",-0.451873,-0.883640,-0.106167,1.391041,0.360456
"O",-1.271047,-0.418695,-0.311294,-0.280543,0.205333
"J",0.430131,-0.522532,0.041884,-0.003617,-0.977694
"F",0.741531,1.078064,0.794242,-1.475771,-1.098287
"D",-1.494537,-0.040308,-0.213791,-0.639172,-0.904591
"X",-1.013536,-0.389184,0.623171,0.557645,-1.322651
"T",-1.382935,1.160859,0.061418,0.231806,-0.379421
"M",0.248843,-1.086992,-2.631210,-0.513764,1.795790
"Q",1.460267,-1.346213,-1.095166,0.886207,-0.231464
"K",-1.014940,-0.199916,-1.133079,1.452607,1.214407
"M",1.049237,-0.184469,-1.439766,-0.292210,-0.613052
"E",-0.841789,-0.067825,1.403973,0.056855,0.066071
"F",0.422980,-0.012773,-0.340248,0.727239,-1.725840
"U",1.371809,0.383313,-0.677605,0.424979,0.433468
"H",0.879873,-0.023466,0.773060,-0.919301,0.281755
"P",-1.866595,0.826366,-0.750170,-0.874547,-1.242284
"L",1.321195,-1.538352,0.993499,0.420901,2.441888
"F",-0.325500,1.108102,0.682360,-0.122414,-0.821780
"M",1.226704,-2.558050,-0.510001,-2.281157,2.576052
"K",1.873587,-1.992532,0.242489,-0.976544,-0.634686
"W",-0.678998,1.588184,-1.024878,-1.099864,-0.022960
"R",0.023587,-0.289708,-1.147542,1.111570,-0.592257
"J",-1.648864,-1.015716,1.170474,-1.884959,0.390488
"G",0.435049,-0.114299,0.166628,1.503550,1.202397
"Z",0.367293,-1.008497,1.221814,0.699395,-1.562474
"O",-0.866197,-0.342114,-0.586146,0.147522,-0.424169
"H",-1.177803,-0.157027,-0.323887,-0.075839,-0.354003
"W",0.624391,1.778306,-0.763241,-0.754563,0.122347
"G",0.764532,-0.474219,-0.173925,2.042117,0.707653
"T",-0.961556,1.738074,-0.290274,0.181828,-0.388373
"M",-1.662347,-0.614196,-2.520375,-0.955795,0.828149
"K",-1.247275,0.862688,0.460266,0.495181,0.913060
"X",-0.398820,-0.284730,-0.235922,-0.071791,-0.102294
"P",1.850276,0.567640,0.127672,-1.159993,0.650019
"P",-0.319647,0.039135,1.195095,-1.740221,-0.299520
"Z",-1.245515,-0.505850,0.354273,0.828269,-1.516479
"J",-1.235985,-0.947973,1.431895,-1.246046,0.993922
"N",1.396731,0.504480,-0.735741,-0.915494,-1.992074
"G",-0.838001,-0.380216,-0.087458,0.715050,0.381819
"F",1.403070,0.381628,1.171322,-1.168763,0.554757
"M",1.732263,-0.167592,-0.381075,-0.129337,1.802744
"K",0.386680,-0.694886,-1.406764,1.632853,1.986961
"Y",0.806975,2.417152,1.228262,-0.120101,-0.194053
"T",0.093695,1.905674,1.624914,-0.840154,-0.222370
"N",0.489074,0.353438,-0.018135,-1.216689,0.851374
"X",0.996254,-1.554794,1.562039,-1.028951,0.027686
"Y",0.967333,1.384382,-0.771439,-0.172643,-1.117335
"B",0.679111,-0.756321,-0.098398,0.609886,-1.301962
"V",0.877885,0.491016,-1.028375,-0.697652,-0.413078
"D",1.201816,0.585629,-0.565350,-0.633406,-2.507252
"Z",0.968172,0.486904,2.081636,0.512319,-0.061082
"H",0.841844,-0.650799,-0.706140,-0.681123,-1.477841
"L",0.451994,-1.376328,1.355215,0.780401,0.411499
"P",-0.117064,1.705999,-0.422075,-0.677996,-0.701104
"M",0.373450,-0.351101,-2.728850,-0.114378,1.549980
"X",-1.091258,-0.621592,0.372249,0.411614,-1.313690
"D",-0.393785,0.122891,-0.211603,0.293349,-0.756027
"I",-1.162600,0.101049,2.002198,-0.646733,0.923293
"V",0.134993,1.834871,-0.093087,0.147993,0.801122
"U",-0.430232,0.302920,-1.842222,1.291204,1.568604
"O",-0.663735,-0.312237,-0.197485,-0.403004,-0.170142
"H",-0.393185,-0.363561,-2.306610,0.278154,1.403468
"Y",0.875923,2.693477,1.613387,-0.097512,0.159219
"M",0.830821,0.029115,-1.055825,-0.213483,-0.846043
"X",1.576107,-0.316692,0.209023,0.169988,-1.224598
"D",-1.177514,-0.582055,0.194009,-1.570138,-0.704514
"F",0.102079,2.408938,0.728599,0.692132,1.489695
"V",-1.506401,1.575530,-0.739977,-0.162759,-0.052656
"J",-1.034832,-1.995836,0.121729,-0.502450,3.158846
"Y",-0.418835,1.718029,-0.136423,0.054543,1.039961
"P",-0.575320,1.602916,0.242238,-0.517231,-0.665183
"P",1.512177,1.010095,0.737009,-1.446807,-0.659943
"H",0.527114,0.230375,-0.558256,-0.756736,-1.710427
"Q",0.125666,-0.665863,-0.419103,-0.111782,0.154691
"V",0.489707,1.860685,0.031969,0.395466,1.126457
"T",-0.506708,2.102913,1.713118,-0.532381,-0.330157
"K",1.493267,1.172828,1.168995,1.046176,1.114972
"A",-1.401533,-1.464553,-0.383681,-1.648929,0.111280
"H",1.573180,0.953301,0.523089,-0.150720,0.063650
"L",-0.307659,-1.070214,-0.175247,1.795465,0.373797
"G",-1.069680,-0.396993,-0.615326,0.548159,-0.666623
"X",-0.809176,-0.282195,-0.353067,-0.178221,-0.333657
"M",0.540192,-0.620966,-1.234020,-0.754524,0.176526
"V",1.644827,-0.432572,-1.204347,-0.056433,-0.185501
"W",-1.796883,0.541393,-1.809912,-1.364167,-0.009833
"Q",-0.540148,-0.287506,-0.675096,0.126998,-0.022476
"O",-1.497931,-0.485840,-0.602368,-0.030588,-0.505371
"R",1.982336,-1.179331,0.483767,-1.175250,0.167952
"V",-0.367175,2.165538,-0.294773,0.464620,1.608873
"N",0.852447,0.301215,-1.092790,0.492111,0.375398
"I",-1.207397,-0.212592,0.128222,0.089299,1.094814
"N",0.719044,0.842986,-0.514910,-0.872594,-0.828622
"M",2.177218,-0.467106,-1.091706,-0.085515,0.704038
"A",0.496673,0.477116,-0.326204,-0.494218,-0.470743
"B",0.563626,-0.042964,0.228636,-0.616640,-0.780919
"U",-0.388654,-0.148836,-0.630122,0.190154,-0.197695
"K",-1.017653,-0.577468,-0.326112,1.337143,-0.059414
"Q",-1.853679,-0.559300,-1.005814,-0.169818,-0.419326
"F",0.566598,1.484840,0.984128,-1.115520,-0.673823
"Q",1.478978,-0.607858,-1.746025,-0.810953,-0.433350
"B",-1.790635,-0.310272,-0.453530,-0.103715,-1.671688
"O",0.254510,-0.595271,-0.630018,0.509265,0.328631
"S",0.004694,-0.511047,0.504229,0.461001,-1.822337
"J",0.289552,-0.568376,0.091645,0.438874,-1.503013
"Y",0.809773,2.571489,1.078258,0.509687,0.576775
"F",1.196329,-0.510260,-0.834628,0.542829,-0.696620
"Z",0.627553,-0.879549,0.527492,-0.033183,-0.593241
"T",0.661588,2.556665,1.715024,-0.598277,-0.140105
"P",-0.029630,-0.906608,-0.632892,-0.028915,-0.572213
"F",0.155202,1.922055,1.308411,-0.369369,-0.388352
"Y",-0.654791,2.367438,1.033072,-0.441399,-0.482983
"F",-1.365487,1.108510,0.175549,-0.720287,-0.974672
"I",0.978846,-1.008146,0.893513,-0.476414,1.035097
"L",-0.663912,-2.085237,1.109683,-0.471714,0.943438
"M",1.122275,-0.578228,-2.476052,-0.650289,1.207604
"K",0.722190,-0.548654,-1.099244,1.791622,1.724141
"P",-1.456780,0.302476,0.173371,-1.723914,-0.632064
"Q",0.513614,0.436563,-0.895880,1.310675,-0.131797
"Y",0.945873,0.594127,-1.030331,0.512103,-0.191380
"V",0.862141,1.847452,-0.071420,-0.040589,1.136942
"K",0.085530,-0.580322,0.201828,1.975825,0.311164
"V",-0.061172,1.396118,-0.600270,0.487269,0.661976
"B",-0.376175,-0.621357,-0.099032,0.427380,-1.832057
"E",1.168265,-0.091199,-0.336733,0.919606,-1.155175
"D",1.227514,-0.266250,0.251371,-1.165574,-0.806485
"M",0.180199,-0.389043,-0.794933,-0.970415,0.961517
"Y",-0.131460,1.753004,-0.122927,-0.060440,1.341342
"K",0.144360,-1.347974,-0.231679,-0.175602,0.358340
"K",-1.190497,-0.605369,0.022882,1.088841,-0.214499
"L",0.078339,-1.114967,1.312549,0.912335,1.128653
"Q",1.170695,-1.019743,-0.976465,1.217067,-0.310527
"G",-1.647373,-1.083767,-0.357214,0.383724,-1.014867
"L",-2.148035,-1.061901,-0.943622,0.486169,-1.237910
"Q",-0.307247,-0.818962,-0.703177,0.698721,-0.486203
"M",0.593424,-0.468075,-2.960882,-0.098269,1.512279
"F",-1.563249,1.072371,0.118799,-0.691947,-0.812470
"G",0.526349,-1.134988,0.103821,1.687255,0.183166
"J",-1.698475,-0.543477,0.578415,-1.677899,0.946086
"D",0.790105,-0.534566,0.662360,-1.610112,-0.487556
"K",1.178975,-0.434923,0.251166,1.214642,-0.403364
